"Subject_ID","Activity","Measurement","M_Estimate","Average_Measurement"
1,"Walking","tBodyGyro","mean",-0.00880539747778947
1,"Walking","tBodyGyro","std",-0.290803294675965
1,"Walking","tBodyGyroAngleGravity","mean",0.0130594907157895
1,"Walking","tBodyGyroJerk","mean",-0.0586571142729825
1,"Walking","tBodyGyroJerk","std",-0.305381939340351
1,"Walking","tBodyGyroJerkAngleGravity","mean",-0.0187431910452632
1,"Walking","tBodyGyroJerkMag","mean",-0.298703679084211
1,"Walking","tBodyGyroJerkMag","std",-0.325324878894737
1,"Walking","tBodyGyroMag","mean",-0.160979552536842
1,"Walking","tBodyGyroMag","std",-0.186978364526316
1,"Walking","tGravityAcc","mean",0.194985105403509
1,"Walking","tGravityAcc","std",-0.965210943368421
1,"Walking","tGravityAccMag","mean",-0.136971176556842
1,"Walking","tGravityAccMag","std",-0.219688645631579
1,"Walking_Downstairs","AngleGravity","mean",-0.137411087183673
1,"Walking_Downstairs","fBodyAcc","mean",-0.0619317935689796
1,"Walking_Downstairs","fBodyAcc","std",-0.128853598502721
1,"Walking_Downstairs","fBodyAccJerk","mean",-0.14822192032517
1,"Walking_Downstairs","fBodyAccJerk","std",-0.207543123267823
1,"Walking_Downstairs","fBodyAccMag","mean",0.0965845343040816
1,"Walking_Downstairs","fBodyAccMag","std",-0.186530301073469
1,"Walking_Downstairs","fBodyBodyAccJerkMag","mean",0.0262184949326531
1,"Walking_Downstairs","fBodyBodyAccJerkMag","std",-0.104052260726531
1,"Walking_Downstairs","fBodyBodyGyroJerkMag","mean",-0.281963359177551
1,"Walking_Downstairs","fBodyBodyGyroJerkMag","std",-0.391919876612245
1,"Walking_Downstairs","fBodyBodyGyroMag","mean",-0.185720285744898
1,"Walking_Downstairs","fBodyBodyGyroMag","std",-0.398350390122449
1,"Walking_Downstairs","fBodyGyro","mean",-0.146673770343537
1,"Walking_Downstairs","fBodyGyro","std",-0.305093593355102
1,"Walking_Downstairs","tBodyAcc","mean",0.057234541629932
1,"Walking_Downstairs","tBodyAcc","std",-0.0774449394348912
1,"Walking_Downstairs","tBodyAccAngleGravity","mean",-0.00269512515918367
1,"Walking_Downstairs","tBodyAccJerk","mean",0.024277930837415
1,"Walking_Downstairs","tBodyAccJerk","std",-0.153206761170748
1,"Walking_Downstairs","tBodyAccJerkAngleGravity","mean",0.0899316865510204
1,"Walking_Downstairs","tBodyAccJerkMag","mean",-0.0894474807979592
1,"Walking_Downstairs","tBodyAccJerkMag","std",-0.0257877197081633
1,"Walking_Downstairs","tBodyAccMag","mean",0.0271882914106122
1,"Walking_Downstairs","tBodyAccMag","std",0.0198843506265306
1,"Walking_Downstairs","tBodyGyro","mean",-0.0119767683721088
1,"Walking_Downstairs","tBodyGyro","std",-0.236360730706803
1,"Walking_Downstairs","tBodyGyroAngleGravity","mean",0.0633382849183673
1,"Walking_Downstairs","tBodyGyroJerk","mean",-0.04833186269
1,"Walking_Downstairs","tBodyGyroJerk","std",-0.331537883339456
1,"Walking_Downstairs","tBodyGyroJerkAngleGravity","mean",-0.0399768458163265
1,"Walking_Downstairs","tBodyGyroJerkMag","mean",-0.295463843346939
1,"Walking_Downstairs","tBodyGyroJerkMag","std",-0.306510645530612
1,"Walking_Downstairs","tBodyGyroMag","mean",-0.0757412543673469
1,"Walking_Downstairs","tBodyGyroMag","std",-0.225724368061224
1,"Walking_Downstairs","tGravityAcc","mean",0.201048040468707
1,"Walking_Downstairs","tGravityAcc","std",-0.927839388571429
1,"Walking_Downstairs","tGravityAccMag","mean",0.0271882914106122
1,"Walking_Downstairs","tGravityAccMag","std",0.0198843506265306
1,"Walking_Upstairs","AngleGravity","mean",-0.0794220062578616
1,"Walking_Upstairs","fBodyAcc","mean",-0.342882735679245
1,"Walking_Upstairs","fBodyAcc","std",-0.0765673745459119
1,"Walking_Upstairs","fBodyAccJerk","mean",-0.526264729056604
1,"Walking_Upstairs","fBodyAccJerk","std",-0.523241430628931
1,"Walking_Upstairs","fBodyAccMag","mean",-0.352395944716981
1,"Walking_Upstairs","fBodyAccMag","std",-0.416260101509434
1,"Walking_Upstairs","fBodyBodyAccJerkMag","mean",-0.44265216245283
1,"Walking_Upstairs","fBodyBodyAccJerkMag","std",-0.533059853773585
1,"Walking_Upstairs","fBodyBodyGyroJerkMag","mean",-0.634665082075472
1,"Walking_Upstairs","fBodyBodyGyroJerkMag","std",-0.693930521509434
1,"Walking_Upstairs","fBodyBodyGyroMag","mean",-0.325961457396226
1,"Walking_Upstairs","fBodyBodyGyroMag","std",-0.182985518264151
1,"Walking_Upstairs","fBodyGyro","mean",-0.421894496666667
1,"Walking_Upstairs","fBodyGyro","std",-0.32868714172956
1,"Walking_Upstairs","tBodyAcc","mean",0.0447355127546541
1,"Walking_Upstairs","tBodyAcc","std",-0.12550250965283
1,"Walking_Upstairs","tBodyAccAngleGravity","mean",0.0960860761792453
1,"Walking_Upstairs","tBodyAccJerk","mean",0.0250988308767296
1,"Walking_Upstairs","tBodyAccJerk","std",-0.51057061490566
1,"Walking_Upstairs","tBodyAccJerkAngleGravity","mean",-0.0610838413018868
1,"Walking_Upstairs","tBodyAccJerkMag","mean",-0.466503446226415
1,"Walking_Upstairs","tBodyAccJerkMag","std",-0.478991622075472
1,"Walking_Upstairs","tBodyAccMag","mean",-0.129927630735849
1,"Walking_Upstairs","tBodyAccMag","std",-0.324970929245283
1,"Walking_Upstairs","tBodyGyro","mean",-0.019087029645283
1,"Walking_Upstairs","tBodyGyro","std",-0.349311531878616
1,"Walking_Upstairs","tBodyGyroAngleGravity","mean",-0.194699963113208
1,"Walking_Upstairs","tBodyGyroJerk","mean",-0.0683646364092453
1,"Walking_Upstairs","tBodyGyroJerk","std",-0.607605055660377
1,"Walking_Upstairs","tBodyGyroJerkAngleGravity","mean",0.0656835692641509
1,"Walking_Upstairs","tBodyGyroJerkMag","mean",-0.59488286509434
1,"Walking_Upstairs","tBodyGyroJerkMag","std",-0.648553044339623
1,"Walking_Upstairs","tBodyGyroMag","mean",-0.126735589969811
1,"Walking_Upstairs","tBodyGyroMag","std",-0.14861931805283
1,"Walking_Upstairs","tGravityAcc","mean",0.15193159781761
1,"Walking_Upstairs","tGravityAcc","std",-0.940531890503145
1,"Walking_Upstairs","tGravityAccMag","mean",-0.129927630735849
1,"Walking_Upstairs","tGravityAccMag","std",-0.324970929245283
2,"Laying","AngleGravity","mean",-0.127079123263889
2,"Laying","fBodyAcc","mean",-0.980302306527778
2,"Laying","fBodyAcc","std",-0.979687924236111
2,"Laying","fBodyAccJerk","mean",-0.984926338611111
2,"Laying","fBodyAccJerk","std",-0.987194339097222
2,"Laying","fBodyAccMag","mean",-0.975110196458333
2,"Laying","fBodyAccMag","std",-0.975121387916667
2,"Laying","fBodyBodyAccJerkMag","mean",-0.985374114791667
2,"Laying","fBodyBodyAccJerkMag","std",-0.984568489166667
2,"Laying","fBodyBodyGyroJerkMag","mean",-0.990248702291667
2,"Laying","fBodyBodyGyroJerkMag","std",-0.989492660416667
2,"Laying","fBodyBodyGyroMag","mean",-0.972112972708333
2,"Laying","fBodyBodyGyroMag","std",-0.96109837875
2,"Laying","fBodyGyro","mean",-0.977474888472222
2,"Laying","fBodyGyro","std",-0.977981841527778
2,"Laying","tBodyAcc","mean",0.0519896845944444
2,"Laying","tBodyAcc","std",-0.979523386805556
2,"Laying","tBodyAccAngleGravity","mean",0.005791809625
2,"Laying","tBodyAccJerk","mean",0.0310164635540972
2,"Laying","tBodyAccJerk","std",-0.985828908125
2,"Laying","tBodyAccJerkAngleGravity","mean",-0.00635557646875
2,"Laying","tBodyAccJerkMag","mean",-0.987741696041667
2,"Laying","tBodyAccJerkMag","std",-0.98551807625
2,"Laying","tBodyAccMag","mean",-0.977435485208333
2,"Laying","tBodyAccMag","std",-0.972873912916667
2,"Laying","tBodyGyro","mean",0.00486847159027778
2,"Laying","tBodyGyro","std",-0.976957800763889
2,"Laying","tBodyGyroAngleGravity","mean",0.0652860108125
2,"Laying","tBodyGyroJerk","mean",-0.0693371513
2,"Laying","tBodyGyroJerk","std",-0.990279736111111
2,"Laying","tBodyGyroJerkAngleGravity","mean",-0.0293710088554167
2,"Laying","tBodyGyroJerkMag","mean",-0.991767074166667
2,"Laying","tBodyGyroJerkMag","std",-0.989718095208333
2,"Laying","tBodyGyroMag","mean",-0.950011569583333
2,"Laying","tBodyGyroMag","std",-0.961164053958333
2,"Laying","tGravityAcc","mean",0.296539093611111
2,"Laying","tGravityAcc","std",-0.977152241597222
2,"Laying","tGravityAccMag","mean",-0.977435485208333
2,"Laying","tGravityAccMag","std",-0.972873912916667
2,"Sitting","AngleGravity","mean",-0.245601071627536
2,"Sitting","fBodyAcc","mean",-0.97110317057971
2,"Sitting","fBodyAcc","std",-0.964766236086957
2,"Sitting","fBodyAccJerk","mean",-0.98337251557971
2,"Sitting","fBodyAccJerk","std",-0.986278046666667
2,"Sitting","fBodyAccMag","mean",-0.96127374826087
2,"Sitting","fBodyAccMag","std",-0.955575602173913
2,"Sitting","fBodyBodyAccJerkMag","mean",-0.983874698913043
2,"Sitting","fBodyBodyAccJerkMag","std",-0.984124185869565
2,"Sitting","fBodyBodyGyroJerkMag","mean",-0.989861950869565
2,"Sitting","fBodyBodyGyroJerkMag","std",-0.989632908913043
2,"Sitting","fBodyBodyGyroMag","mean",-0.971840596086956
2,"Sitting","fBodyBodyGyroMag","std",-0.961385745217391
2,"Sitting","fBodyGyro","mean",-0.974845711884058
2,"Sitting","fBodyGyro","std",-0.975895783333333
2,"Sitting","tBodyAcc","mean",0.0507270285181159
2,"Sitting","tBodyAcc","std",-0.965784983478261
2,"Sitting","tBodyAccAngleGravity","mean",0.0395284311165435
2,"Sitting","tBodyAccJerk","mean",0.0305191197161594
2,"Sitting","tBodyAccJerk","std",-0.984519340434783
2,"Sitting","tBodyAccJerkAngleGravity","mean",-0.00339286689565217
2,"Sitting","tBodyAccJerkMag","mean",-0.986774713043478
2,"Sitting","tBodyAccJerkMag","std",-0.984475868043478
2,"Sitting","tBodyAccMag","mean",-0.967893623913043
2,"Sitting","tBodyAccMag","std",-0.953081444130435
2,"Sitting","tBodyGyro","mean",-0.0213905318434783
2,"Sitting","tBodyGyro","std",-0.974821754492754
2,"Sitting","tBodyGyroAngleGravity","mean",0.0209731695434783
2,"Sitting","tBodyGyroJerk","mean",-0.0595927136152174
2,"Sitting","tBodyGyroJerk","std",-0.988713654492754
2,"Sitting","tBodyGyroJerkAngleGravity","mean",-0.0762041966043478
2,"Sitting","tBodyGyroJerkMag","mean",-0.991081493913043
2,"Sitting","tBodyGyroJerkMag","std",-0.989594919565217
2,"Sitting","tBodyGyroMag","mean",-0.946035087173913
2,"Sitting","tBodyGyroMag","std",-0.961313624130435
2,"Sitting","tGravityAcc","mean",0.344524672435188
2,"Sitting","tGravityAcc","std",-0.963718302318841
2,"Sitting","tGravityAccMag","mean",-0.967893623913043
2,"Sitting","tGravityAccMag","std",-0.953081444130435
2,"Standing","AngleGravity","mean",-0.119046048342593
2,"Standing","fBodyAcc","mean",-0.968763210987654
2,"Standing","fBodyAcc","std",-0.964466298518519
2,"Standing","fBodyAccJerk","mean",-0.977199910555556
2,"Standing","fBodyAccJerk","std",-0.980376023333333
2,"Standing","fBodyAccMag","mean",-0.964052166481482
2,"Standing","fBodyAccMag","std",-0.960519381481482
2,"Standing","fBodyBodyAccJerkMag","mean",-0.977065295555556
2,"Standing","fBodyBodyAccJerkMag","std",-0.97516046
2,"Standing","fBodyBodyGyroJerkMag","mean",-0.977849827407407
2,"Standing","fBodyBodyGyroJerkMag","std",-0.977754298148148
2,"Standing","fBodyBodyGyroMag","mean",-0.961775904814815
2,"Standing","fBodyBodyGyroMag","std",-0.956788725740741
2,"Standing","fBodyGyro","mean",-0.966746987037037
2,"Standing","fBodyGyro","std",-0.97192615691358
2,"Standing","tBodyAcc","mean",0.0511940363833333
2,"Standing","tBodyAcc","std",-0.964772909938272
2,"Standing","tBodyAccAngleGravity","mean",-0.013681915312963
2,"Standing","tBodyAccJerk","mean",0.0255721495904938
2,"Standing","tBodyAccJerk","std",-0.978328867222222
2,"Standing","tBodyAccJerkAngleGravity","mean",0.0411822244577778
2,"Standing","tBodyAccJerkMag","mean",-0.980489077407407
2,"Standing","tBodyAccJerkMag","std",-0.976675280185185
2,"Standing","tBodyAccMag","mean",-0.965875181296296
2,"Standing","tBodyAccMag","std",-0.957874965
2,"Standing","tBodyGyro","mean",-0.00602229192746914
2,"Standing","tBodyGyro","std",-0.969765776049383
2,"Standing","tBodyGyroAngleGravity","mean",-0.0151035161722222
2,"Standing","tBodyGyroJerk","mean",-0.0674860197895062
2,"Standing","tBodyGyroJerk","std",-0.978793792530864
2,"Standing","tBodyGyroJerkAngleGravity","mean",0.11232464912963
2,"Standing","tBodyGyroJerkMag","mean",-0.983951904259259
2,"Standing","tBodyGyroJerkMag","std",-0.977204427777778
2,"Standing","tBodyGyroMag","mean",-0.963466341851852
2,"Standing","tBodyGyroMag","std",-0.95394338037037
2,"Standing","tGravityAcc","mean",0.218871010407407
2,"Standing","tGravityAcc","std",-0.968935772592593
2,"Standing","tGravityAccMag","mean",-0.965875181296296
2,"Standing","tGravityAccMag","std",-0.957874965
2,"Walking","AngleGravity","mean",-0.125802083814124
2,"Walking","fBodyAcc","mean",-0.27391978039322
2,"Walking","fBodyAcc","std",-0.36069773879096
2,"Walking","fBodyAccJerk","mean",-0.31277870540113
2,"Walking","fBodyAccJerk","std",-0.31518140129661
2,"Walking","fBodyAccMag","mean",-0.324289427932203
2,"Walking","fBodyAccMag","std",-0.577105211694915
2,"Walking","fBodyBodyAccJerkMag","mean",-0.169064352813559
2,"Walking","fBodyBodyAccJerkMag","std",-0.164091969449153
2,"Walking","fBodyBodyGyroJerkMag","mean",-0.583249293389831
2,"Walking","fBodyBodyGyroJerkMag","std",-0.558104554745763
2,"Walking","fBodyBodyGyroMag","mean",-0.530704814745763
2,"Walking","fBodyBodyGyroMag","std",-0.651792839661017
2,"Walking","fBodyGyro","mean",-0.460381851920904
2,"Walking","fBodyGyro","std",-0.565652202259887
2,"Walking","tBodyAcc","mean",0.0507771028533333
2,"Walking","tBodyAcc","std",-0.308997205567232
2,"Walking","tBodyAccAngleGravity","mean",-0.0301017378813559
2,"Walking","tBodyAccJerk","mean",0.0293175582076271
2,"Walking","tBodyAccJerk","std",-0.293407705962712
2,"Walking","tBodyAccJerkAngleGravity","mean",0.0534005800847458
2,"Walking","tBodyAccJerkMag","mean",-0.281424153881356
2,"Walking","tBodyAccJerkMag","std",-0.164150985127119
2,"Walking","tBodyAccMag","mean",-0.290407593728814
2,"Walking","tBodyAccMag","std",-0.422544169322034
2,"Walking","tBodyGyro","mean",-0.00614346136920904
2,"Walking","tBodyGyro","std",-0.527029819548023
2,"Walking","tBodyGyroAngleGravity","mean",0.0216196774508475
2,"Walking","tBodyGyroJerk","mean",-0.0624024011683616
2,"Walking","tBodyGyroJerk","std",-0.486394314971751
2,"Walking","tBodyGyroJerkAngleGravity","mean",-0.0858470827457627
2,"Walking","tBodyGyroJerkMag","mean",-0.547911950338983
2,"Walking","tBodyGyroJerkMag","std",-0.557798151355932
2,"Walking","tBodyGyroMag","mean",-0.446549092881356
2,"Walking","tBodyGyroMag","std",-0.553019916271186
2,"Walking","tGravityAcc","mean",0.217045776836158
2,"Walking","tGravityAcc","std",-0.972294309548023
2,"Walking","tGravityAccMag","mean",-0.290407593728814
2,"Walking","tGravityAccMag","std",-0.422544169322034
2,"Walking_Downstairs","AngleGravity","mean",-0.0864852860836879
2,"Walking_Downstairs","fBodyAcc","mean",0.0866318100304965
2,"Walking_Downstairs","fBodyAcc","std",0.00868189950992908
2,"Walking_Downstairs","fBodyAccJerk","mean",-0.0123896264191489
2,"Walking_Downstairs","fBodyAccJerk","std",-0.092478337193617
2,"Walking_Downstairs","fBodyAccMag","mean",0.293424826591489
2,"Walking_Downstairs","fBodyAccMag","std",-0.0214787881723404
2,"Walking_Downstairs","fBodyBodyAccJerkMag","mean",0.222247409576596
2,"Walking_Downstairs","fBodyBodyAccJerkMag","std",0.227480732542553
2,"Walking_Downstairs","fBodyBodyGyroJerkMag","mean",-0.380175306489362
2,"Walking_Downstairs","fBodyBodyGyroJerkMag","std",-0.343698985425532
2,"Walking_Downstairs","fBodyBodyGyroMag","mean",-0.320838543553191
2,"Walking_Downstairs","fBodyBodyGyroMag","std",-0.372576755361702
2,"Walking_Downstairs","fBodyGyro","mean",-0.198394756004965
2,"Walking_Downstairs","fBodyGyro","std",-0.420385695638298
2,"Walking_Downstairs","tBodyAcc","mean",0.0460469966148936
2,"Walking_Downstairs","tBodyAcc","std",0.068803520777305
2,"Walking_Downstairs","tBodyAccAngleGravity","mean",-0.0243291092914894
2,"Walking_Downstairs","tBodyAccJerk","mean",0.028608618992695
2,"Walking_Downstairs","tBodyAccJerk","std",-0.0220149551319149
2,"Walking_Downstairs","tBodyAccJerkAngleGravity","mean",-0.00637550521276596
2,"Walking_Downstairs","tBodyAccJerkMag","mean",0.00565516335106383
2,"Walking_Downstairs","tBodyAccJerkMag","std",0.22961718512766
2,"Walking_Downstairs","tBodyAccMag","mean",0.0899511204978723
2,"Walking_Downstairs","tBodyAccMag","std",0.215586334889362
2,"Walking_Downstairs","tBodyGyro","mean",-0.00786561209503546
2,"Walking_Downstairs","tBodyGyro","std",-0.33864892098156
2,"Walking_Downstairs","tBodyGyroAngleGravity","mean",0.366551180212766
2,"Walking_Downstairs","tBodyGyroJerk","mean",-0.057091285764539
2,"Walking_Downstairs","tBodyGyroJerk","std",-0.310534537421986
2,"Walking_Downstairs","tBodyGyroJerkAngleGravity","mean",-0.073580298587234
2,"Walking_Downstairs","tBodyGyroJerkMag","mean",-0.410872671489362
2,"Walking_Downstairs","tBodyGyroJerkMag","std",-0.343187875404255
2,"Walking_Downstairs","tBodyGyroMag","mean",-0.162188586930426
2,"Walking_Downstairs","tBodyGyroMag","std",-0.274844110531915
2,"Walking_Downstairs","tGravityAcc","mean",0.164054076207092
2,"Walking_Downstairs","tGravityAcc","std",-0.937289532765957
2,"Walking_Downstairs","tGravityAccMag","mean",0.0899511204978723
2,"Walking_Downstairs","tGravityAccMag","std",0.215586334889362
2,"Walking_Upstairs","AngleGravity","mean",0.0203991850815972
2,"Walking_Upstairs","fBodyAcc","mean",-0.179266153551458
2,"Walking_Upstairs","fBodyAcc","std",-0.110082370565972
2,"Walking_Upstairs","fBodyAccJerk","mean",-0.323069878258333
2,"Walking_Upstairs","fBodyAccJerk","std",-0.411353523194444
2,"Walking_Upstairs","fBodyAccMag","mean",-0.14531853915625
2,"Walking_Upstairs","fBodyAccMag","std",-0.36672824375
2,"Walking_Upstairs","fBodyBodyAccJerkMag","mean",-0.189511136902083
2,"Walking_Upstairs","fBodyBodyAccJerkMag","std",-0.2604238389625
2,"Walking_Upstairs","fBodyBodyGyroJerkMag","mean",-0.60079849625
2,"Walking_Upstairs","fBodyBodyGyroJerkMag","std",-0.621820202916667
2,"Walking_Upstairs","fBodyBodyGyroMag","mean",-0.450612184791667
2,"Walking_Upstairs","fBodyBodyGyroMag","std",-0.438620401875
2,"Walking_Upstairs","fBodyGyro","mean",-0.356110274472222
2,"Walking_Upstairs","fBodyGyro","std",-0.384729935354167
2,"Walking_Upstairs","tBodyAcc","mean",0.0244129258901389
